user_id,first_name,last_name,age,city,plan,cant_mensajes,cant_caracteres,cant_llamadas,cant_min_llamada,year,reg_date,churn_date,limite_cant_llamadas,limite_cant_min_llamada,limite_cant_mensajes,limite_cant_caracteres
10565,Sofia,Gomez,60.0,Medellín,Basico,4,202.0,4,17.94,2022.0,2022-06-04 16:58:41.680420106+00:00,,4,17.94,4,202.0
10566,Mateo,Ramirez,54.0,CDMX,Basico,5,221.0,3,9.57,2022.0,2022-06-04 23:32:59.594898726+00:00,,3,9.57,5,221.0
10567,Carlos,Lopez,54.0,Medellín,Basico,1,45.0,5,17.79,2022.0,2022-06-05 06:07:17.509377346+00:00,2024-09-10 01:00:00+00:00,5,17.79,1,45.0
10568,Ana,Gomez,32.0,CDMX,Basico,8,393.0,4,2.35,2022.0,2022-06-05 12:41:35.423855964+00:00,,4,2.35,8,393.0
10569,Mateo,Lopez,46.0,Bogotá,Basico,6,247.0,5,9.21,2022.0,2022-06-05 19:15:53.338334584+00:00,,5,9.21,6,247.0
10570,Mateo,Garcia,67.0,GDL,Basico,6,452.0,4,10.95,2022.0,2022-06-06 01:50:11.252813204+00:00,,4,10.95,6,452.0
10571,Ana,Ramirez,60.0,Bogotá,Basico,4,211.0,1,2.17,2022.0,2022-06-06 08:24:29.167291824+00:00,,1,2.17,4,211.0
10572,Carlos,Ramirez,43.0,GDL,Basico,8,437.0,2,10.14,2022.0,2022-06-06 14:58:47.081770444+00:00,2024-12-05 00:53:20+00:00,2,10.14,8,437.0
10573,Luis,Garcia,61.0,Desconocido,Premium,6,370.0,3,6.68,2022.0,2022-06-06 21:33:04.996249064+00:00,,3,6.68,6,370.0
10574,Mateo,Ramirez,19.0,MTY,Basico,9,499.0,8,31.02,2022.0,2022-06-07 04:07:22.910727682+00:00,,8,31.02,9,499.0
10575,Ana,Torres,37.0,GDL,Basico,2,82.0,4,10.05,2022.0,2022-06-07 10:41:40.825206302+00:00,,4,10.05,2,82.0
10576,Sofia,Lopez,32.0,GDL,Basico,7,394.0,5,60.2,2022.0,2022-06-07 17:15:58.739684922+00:00,,5,60.2,7,394.0
10577,Ana,Gomez,69.0,Desconocido,Premium,6,177.0,6,22.18,2022.0,2022-06-07 23:50:16.654163542+00:00,,6,22.18,6,177.0
10578,Sofia,Garcia,21.0,Medellín,Basico,4,238.0,5,21.290000000000003,2022.0,2022-06-08 06:24:34.568642162+00:00,,5,21.290000000000003,4,238.0
10579,Carlos,Torres,39.0,Medellín,Basico,3,98.0,3,18.830000000000002,2022.0,2022-06-08 12:58:52.483120780+00:00,,3,18.830000000000002,3,98.0
10580,Luis,Gomez,67.0,Desconocido,Premium,7,398.0,4,19.77,2022.0,2022-06-08 19:33:10.397599400+00:00,,4,19.77,7,398.0
10581,Ana,Gomez,55.0,Desconocido,Basico,6,301.0,5,16.91,2022.0,2022-06-09 02:07:28.312078020+00:00,,5,16.91,6,301.0
10582,Mariana,Garcia,40.0,Medellín,Basico,6,270.0,5,12.51,2022.0,2022-06-09 08:41:46.226556640+00:00,,5,12.51,6,270.0
10583,Mateo,Torres,76.0,GDL,Basico,5,290.0,5,16.95,2022.0,2022-06-09 15:16:04.141035260+00:00,,5,16.95,5,290.0
10584,Carlos,Gomez,43.0,Cali,Premium,7,249.0,7,29.599999999999998,2022.0,2022-06-09 21:50:22.055513880+00:00,,7,29.599999999999998,7,249.0
10585,Ana,Gomez,68.0,GDL,Premium,5,268.0,5,153.01999999999998,2022.0,2022-06-10 04:24:39.969992498+00:00,,5,82.19759999999998,5,268.0
10586,Mateo,Torres,28.0,Medellín,Premium,5,191.0,4,19.77,2022.0,2022-06-10 10:58:57.884471118+00:00,,4,19.77,5,191.0
10587,Ana,Ramirez,45.0,Medellín,Premium,8,431.0,2,28.060000000000002,2022.0,2022-06-10 17:33:15.798949738+00:00,,2,28.060000000000002,8,431.0
10588,Sofia,Gomez,73.0,Cali,Premium,9,471.0,5,19.09,2022.0,2022-06-11 00:07:33.713428358+00:00,,5,19.09,9,471.0
10589,Ana,Lopez,19.0,Bogotá,Basico,11,642.0,1,2.9,2022.0,2022-06-11 06:41:51.627906978+00:00,,1,2.9,11,642.0
10590,Mariana,Torres,76.0,Medellín,Premium,7,382.0,4,26.73,2022.0,2022-06-11 13:16:09.542385598+00:00,,4,26.73,7,382.0
10591,Ana,Gomez,25.0,Desconocido,Basico,12,541.0,2,16.52,2022.0,2022-06-11 19:50:27.456864216+00:00,,2,16.52,12,541.0
10592,Ana,Garcia,46.0,CDMX,Basico,7,296.0,2,6.34,2022.0,2022-06-12 02:24:45.371342836+00:00,,2,6.34,7,296.0
10593,Mariana,Lopez,28.0,MTY,Basico,2,118.0,5,20.55,2022.0,2022-06-12 08:59:03.285821456+00:00,,5,20.55,2,118.0
10594,Carlos,Gomez,54.0,Medellín,Basico,8,367.0,3,24.669999999999998,2022.0,2022-06-12 15:33:21.200300076+00:00,,3,24.669999999999998,8,367.0
10595,Ana,Lopez,35.0,Desconocido,Premium,3,121.0,8,30.6,2022.0,2022-06-12 22:07:39.114778696+00:00,,8,30.6,3,121.0
10596,Mariana,Lopez,72.0,CDMX,Basico,7,390.0,6,42.43,2022.0,2022-06-13 04:41:57.029257316+00:00,,6,42.43,7,390.0
10597,Mateo,Ramirez,79.0,CDMX,Basico,5,261.0,6,29.3,2022.0,2022-06-13 11:16:14.943735934+00:00,,6,29.3,5,261.0
10598,Sofia,Lopez,67.0,CDMX,Basico,7,427.0,3,4.62,2022.0,2022-06-13 17:50:32.858214554+00:00,2024-10-05 23:13:20+00:00,3,4.62,7,427.0
10599,Sofia,Ramirez,31.0,CDMX,Premium,4,1698.0,8,37.95,2022.0,2022-06-14 00:24:50.772693174+00:00,,8,37.95,4,724.02
10600,Ana,Torres,71.0,Desconocido,Premium,2,105.0,6,46.71,2022.0,2022-06-14 06:59:08.687171794+00:00,,6,46.71,2,105.0
10601,Carlos,Ramirez,27.0,Medellín,Basico,8,262.0,3,21.48,2022.0,2022-06-14 13:33:26.601650414+00:00,2024-09-26 00:20:00+00:00,3,21.48,8,262.0
10602,Carlos,Garcia,52.0,Medellín,Basico,4,187.0,5,22.91,2022.0,2022-06-14 20:07:44.516129034+00:00,,5,22.91,4,187.0
10603,Mateo,Gomez,26.0,Bogotá,Basico,9,467.0,4,18.189999999999998,2022.0,2022-06-15 02:42:02.430607652+00:00,,4,18.189999999999998,9,467.0
10604,Ana,Torres,52.0,Cali,Basico,5,250.0,7,38.29,2022.0,2022-06-15 09:16:20.345086272+00:00,,7,38.29,5,250.0
10605,Sofia,Torres,28.0,CDMX,Basico,7,342.0,5,23.99,2022.0,2022-06-15 15:50:38.259564892+00:00,,5,23.99,7,342.0
10606,Carlos,Garcia,48.0,MTY,Premium,9,372.0,4,7.36,2022.0,2022-06-15 22:24:56.174043512+00:00,,4,7.36,9,372.0
10607,Ana,Ramirez,61.0,Bogotá,Basico,8,407.0,7,57.629999999999995,2022.0,2022-06-16 04:59:14.088522132+00:00,,7,57.629999999999995,8,407.0
10608,Carlos,Gomez,29.0,CDMX,Basico,4,327.0,4,11.809999999999999,2022.0,2022-06-16 11:33:32.003000752+00:00,,4,11.809999999999999,4,327.0
10609,Mariana,Ramirez,20.0,Bogotá,Basico,6,213.0,4,7.7,2022.0,2022-06-16 18:07:49.917479370+00:00,,4,7.7,6,213.0
10610,Carlos,Lopez,70.0,MTY,Basico,6,345.0,7,49.019999999999996,2022.0,2022-06-17 00:42:07.831957990+00:00,2024-06-21 22:46:40+00:00,7,49.019999999999996,6,345.0
10611,Sofia,Ramirez,56.0,CDMX,Basico,10,564.0,7,52.120000000000005,2022.0,2022-06-17 07:16:25.746436610+00:00,,7,52.120000000000005,10,564.0
10612,Luis,Torres,31.0,CDMX,Basico,4,242.0,7,38.19,2022.0,2022-06-17 13:50:43.660915230+00:00,,7,38.19,4,242.0
10613,Mateo,Gomez,73.0,Cali,Basico,7,281.0,4,8.2,2022.0,2022-06-17 20:25:01.575393850+00:00,,4,8.2,7,281.0
10614,Mateo,Ramirez,45.0,CDMX,Premium,6,208.0,4,27.83,2022.0,2022-06-18 02:59:19.489872468+00:00,,4,27.83,6,208.0
10615,Sofia,Gomez,28.0,Desconocido,Basico,5,283.0,1,4.3,2022.0,2022-06-18 09:33:37.404351088+00:00,,1,4.3,5,283.0
10616,Carlos,Gomez,56.0,CDMX,Basico,6,344.0,4,16.21,2022.0,2022-06-18 16:07:55.318829708+00:00,2024-12-05 23:06:40+00:00,4,16.21,6,344.0
10617,Ana,Lopez,42.0,Cali,Basico,5,220.0,4,12.809999999999999,2022.0,2022-06-18 22:42:13.233308328+00:00,,4,12.809999999999999,5,220.0
10618,Carlos,Lopez,38.0,Desconocido,Premium,2,85.0,4,12.040000000000001,2022.0,2022-06-19 05:16:31.147786948+00:00,,4,12.040000000000001,2,85.0
10619,Sofia,Torres,27.0,Desconocido,Basico,10,488.0,7,24.8,2022.0,2022-06-19 11:50:49.062265568+00:00,,7,24.8,10,488.0
10620,Mateo,Garcia,60.0,Desconocido,Basico,7,339.0,3,18.05,2022.0,2022-06-19 18:25:06.976744186+00:00,,3,18.05,7,339.0
10621,Carlos,Gomez,32.0,GDL,Premium,4,262.0,6,17.78,2022.0,2022-06-20 00:59:24.891222806+00:00,,6,17.78,4,262.0
10622,Mateo,Garcia,36.0,MTY,Basico,7,345.0,1,3.44,2022.0,2022-06-20 07:33:42.805701426+00:00,,1,3.44,7,345.0
10623,Ana,Torres,65.0,Bogotá,Basico,8,438.0,8,33.69,2022.0,2022-06-20 14:08:00.720180046+00:00,,8,33.69,8,438.0
10624,Mateo,Gomez,39.0,CDMX,Premium,5,250.0,6,23.04,2022.0,2022-06-20 20:42:18.634658666+00:00,,6,23.04,5,250.0
10625,Mateo,Gomez,38.0,CDMX,Basico,8,517.0,2,2.02,2022.0,2022-06-21 03:16:36.549137286+00:00,,2,2.02,8,517.0
10626,Luis,Garcia,77.0,Desconocido,Premium,6,245.0,6,19.89,2022.0,2022-06-21 09:50:54.463615904+00:00,,6,19.89,6,245.0
10627,Luis,Ramirez,69.0,Bogotá,Basico,8,342.0,7,13.66,2022.0,2022-06-21 16:25:12.378094524+00:00,,7,13.66,8,342.0
10628,Mariana,Lopez,61.0,Medellín,Basico,7,300.0,3,8.58,2022.0,2022-06-21 22:59:30.292573144+00:00,,3,8.58,7,300.0
10629,Luis,Ramirez,49.0,Desconocido,Premium,7,235.0,2,7.5,2022.0,2022-06-22 05:33:48.207051764+00:00,,2,7.5,7,235.0
10630,Mateo,Garcia,67.0,Medellín,Premium,4,247.0,4,34.06,2022.0,2022-06-22 12:08:06.121530384+00:00,2024-09-24 01:06:40+00:00,4,34.06,4,247.0
10631,Sofia,Lopez,40.0,Medellín,Premium,8,331.0,6,19.73,2022.0,2022-06-22 18:42:24.036009004+00:00,,6,19.73,8,331.0
10632,Mateo,Ramirez,30.0,Cali,Basico,4,183.0,4,11.95,2022.0,2022-06-23 01:16:41.950487622+00:00,,4,11.95,4,183.0
10633,Sofia,Lopez,22.0,CDMX,Basico,3,162.0,8,85.8,2022.0,2022-06-23 07:50:59.864966242+00:00,,8,82.19759999999998,3,162.0
10634,Sofia,Gomez,21.0,MTY,Basico,2,139.0,5,39.379999999999995,2022.0,2022-06-23 14:25:17.779444862+00:00,,5,39.379999999999995,2,139.0
10635,Luis,Ramirez,45.0,Desconocido,Basico,6,261.0,2,3.1799999999999997,2022.0,2022-06-23 20:59:35.693923482+00:00,2024-11-13 01:06:40+00:00,2,3.1799999999999997,6,261.0
10636,Carlos,Lopez,31.0,Desconocido,Basico,7,352.0,3,16.79,2022.0,2022-06-24 03:33:53.608402102+00:00,,3,16.79,7,352.0
10637,Ana,Lopez,25.0,Desconocido,Basico,1,50.0,5,24.98,2022.0,2022-06-24 10:08:11.522880722+00:00,,5,24.98,1,50.0
10638,Luis,Lopez,26.0,Bogotá,Basico,7,402.0,3,8.71,2022.0,2022-06-24 16:42:29.437359340+00:00,,3,8.71,7,402.0
10639,Luis,Ramirez,74.0,Desconocido,Basico,5,257.0,8,40.79,2022.0,2022-06-24 23:16:47.351837960+00:00,,8,40.79,5,257.0
10640,Carlos,Torres,68.0,CDMX,Basico,6,266.0,5,44.6,2022.0,2022-06-25 05:51:05.266316580+00:00,,5,44.6,6,266.0
10641,Ana,Ramirez,52.0,CDMX,Premium,7,377.0,3,21.47,2022.0,2022-06-25 12:25:23.180795200+00:00,,3,21.47,7,377.0
10642,Mateo,Garcia,54.0,Bogotá,Premium,5,220.0,4,25.77,2022.0,2022-06-25 18:59:41.095273820+00:00,,4,25.77,5,220.0
10643,Mariana,Ramirez,38.0,Bogotá,Basico,4,180.0,6,27.21,2022.0,2022-06-26 01:33:59.009752438+00:00,,6,27.21,4,180.0
10644,Mariana,Lopez,75.0,GDL,Premium,4,201.0,2,2.59,2022.0,2022-06-26 08:08:16.924231058+00:00,,2,2.59,4,201.0
10645,Mateo,Gomez,35.0,MTY,Basico,6,251.0,1,12.8,2022.0,2022-06-26 14:42:34.838709678+00:00,,1,12.8,6,251.0
10646,Luis,Ramirez,50.0,CDMX,Premium,6,252.0,4,41.53,,,,4,41.53,6,252.0
10647,Ana,Ramirez,25.0,Bogotá,Basico,3,161.0,4,22.87,2022.0,2022-06-27 03:51:10.667666918+00:00,2024-09-02 23:33:20+00:00,4,22.87,3,161.0
10648,Luis,Lopez,68.0,Cali,Basico,4,288.0,2,13.19,2022.0,2022-06-27 10:25:28.582145538+00:00,,2,13.19,4,288.0
10649,Sofia,Gomez,66.0,Medellín,Premium,3,139.0,5,36.72,2022.0,2022-06-27 16:59:46.496624156+00:00,,5,36.72,3,139.0
10650,Luis,Gomez,34.0,CDMX,Basico,5,237.0,5,13.39,2022.0,2022-06-27 23:34:04.411102776+00:00,,5,13.39,5,237.0
10651,Luis,Garcia,60.0,Bogotá,Premium,3,199.0,4,23.58,2022.0,2022-06-28 06:08:22.325581396+00:00,,4,23.58,3,199.0
10652,Mateo,Ramirez,48.0,Medellín,Premium,8,370.0,7,22.5,2022.0,2022-06-28 12:42:40.240060016+00:00,,7,22.5,8,370.0
10653,Mateo,Gomez,51.0,Bogotá,Premium,9,450.0,4,21.27,2022.0,2022-06-28 19:16:58.154538636+00:00,,4,21.27,9,450.0
10654,Mateo,Gomez,23.0,MTY,Basico,7,373.0,5,12.809999999999999,2022.0,2022-06-29 01:51:16.069017256+00:00,,5,12.809999999999999,7,373.0
10655,Mariana,Torres,39.0,Medellín,Basico,7,402.0,4,18.98,2022.0,2022-06-29 08:25:33.983495874+00:00,,4,18.98,7,402.0
10656,Sofia,Torres,31.0,Desconocido,Basico,8,304.0,5,23.58,2022.0,2022-06-29 14:59:51.897974494+00:00,,5,23.58,8,304.0
10657,Mateo,Gomez,20.0,CDMX,Premium,7,398.0,3,20.759999999999998,2022.0,2022-06-29 21:34:09.812453114+00:00,2024-08-08 01:20:00+00:00,3,20.759999999999998,7,398.0
10658,Ana,Garcia,29.0,MTY,Basico,4,136.0,3,7.2,2022.0,2022-06-30 04:08:27.726931734+00:00,,3,7.2,4,136.0
10659,Mariana,Gomez,53.0,Bogotá,Basico,4,244.0,4,19.56,2022.0,2022-06-30 10:42:45.641410354+00:00,,4,19.56,4,244.0
10660,Carlos,Lopez,29.0,Bogotá,Basico,1,53.0,1,8.88,2022.0,2022-06-30 17:17:03.555888974+00:00,,1,8.88,1,53.0
10661,Ana,Ramirez,62.0,CDMX,Basico,6,325.0,4,10.72,2022.0,2022-06-30 23:51:21.470367592+00:00,,4,10.72,6,325.0
10662,Ana,Garcia,19.0,CDMX,Basico,3,134.0,4,30.07,2022.0,2022-07-01 06:25:39.384846212+00:00,2024-10-05 01:00:00+00:00,4,30.07,3,134.0
10663,Mateo,Lopez,19.0,GDL,Basico,2,77.0,4,12.66,2022.0,2022-07-01 12:59:57.299324832+00:00,,4,12.66,2,77.0
10664,Carlos,Garcia,32.0,Desconocido,Premium,9,423.0,4,13.05,2022.0,2022-07-01 19:34:15.213803452+00:00,,4,13.05,9,423.0
10665,Carlos,Lopez,40.0,Medellín,Basico,5,206.0,8,43.82,2022.0,2022-07-02 02:08:33.128282072+00:00,,8,43.82,5,206.0
10666,Mariana,Ramirez,46.0,Medellín,Premium,3,141.0,8,50.02,2022.0,2022-07-02 08:42:51.042760692+00:00,,8,50.02,3,141.0
10667,Carlos,Ramirez,34.0,Cali,Premium,5,233.0,4,30.04,2022.0,2022-07-02 15:17:08.957239310+00:00,,4,30.04,5,233.0
10668,Sofia,Torres,49.0,CDMX,Basico,5,232.0,5,9.08,2022.0,2022-07-02 21:51:26.871717930+00:00,,5,9.08,5,232.0
10669,Mateo,Lopez,24.0,Desconocido,Basico,5,233.0,2,12.7,2022.0,2022-07-03 04:25:44.786196550+00:00,,2,12.7,5,233.0
10670,Carlos,Torres,47.0,Bogotá,Basico,12,514.0,3,19.13,2022.0,2022-07-03 11:00:02.700675170+00:00,,3,19.13,12,514.0
10671,Mariana,Lopez,45.0,MTY,Basico,6,306.0,7,27.19,2022.0,2022-07-03 17:34:20.615153790+00:00,,7,27.19,6,306.0
10672,Sofia,Torres,31.0,Cali,Premium,6,322.0,5,18.71,2022.0,2022-07-04 00:08:38.529632408+00:00,,5,18.71,6,322.0
10673,Luis,Ramirez,61.0,Cali,Basico,7,339.0,5,11.14,2022.0,2022-07-04 06:42:56.444111028+00:00,,5,11.14,7,339.0
10674,Luis,Garcia,47.0,Cali,Basico,6,308.0,3,10.36,2022.0,2022-07-04 13:17:14.358589648+00:00,,3,10.36,6,308.0
10675,Sofia,Torres,34.0,CDMX,Basico,6,275.0,8,70.58,2022.0,2022-07-04 19:51:32.273068268+00:00,,8,70.58,6,275.0
10676,Mariana,Lopez,49.0,Desconocido,Premium,5,215.0,4,10.58,2022.0,2022-07-05 02:25:50.187546888+00:00,,4,10.58,5,215.0
10677,Sofia,Lopez,63.0,Desconocido,Basico,5,230.0,6,26.59,2022.0,2022-07-05 09:00:08.102025508+00:00,2024-12-13 22:46:40+00:00,6,26.59,5,230.0
10678,Mateo,Ramirez,23.0,MTY,Basico,3,134.0,9,28.91,2022.0,2022-07-05 15:34:26.016504126+00:00,,9,28.91,3,134.0
10679,Mateo,Lopez,68.0,CDMX,Basico,3,144.0,4,10.469999999999999,2022.0,2022-07-05 22:08:43.930982746+00:00,,4,10.469999999999999,3,144.0
10680,Luis,Gomez,41.0,CDMX,Premium,11,609.0,7,33.39,2022.0,2022-07-06 04:43:01.845461366+00:00,,7,33.39,11,609.0
10681,Carlos,Garcia,23.0,Desconocido,Basico,9,489.0,4,33.81,2022.0,2022-07-06 11:17:19.759939986+00:00,,4,33.81,9,489.0
10682,Mariana,Torres,44.0,Bogotá,Basico,4,166.0,4,14.12,2022.0,2022-07-06 17:51:37.674418606+00:00,2024-10-07 00:13:20+00:00,4,14.12,4,166.0
10683,Luis,Garcia,35.0,MTY,Basico,4,193.0,2,4.95,2022.0,2022-07-07 00:25:55.588897226+00:00,,2,4.95,4,193.0
10684,Carlos,Ramirez,41.0,GDL,Premium,7,431.0,3,13.35,2022.0,2022-07-07 07:00:13.503375844+00:00,2024-06-27 01:00:00+00:00,3,13.35,7,431.0
10685,Carlos,Torres,54.0,GDL,Basico,4,152.0,6,63.260000000000005,2022.0,2022-07-07 13:34:31.417854464+00:00,,6,63.260000000000005,4,152.0
10686,Mateo,Torres,73.0,Medellín,Premium,6,329.0,4,41.29,2022.0,2022-07-07 20:08:49.332333084+00:00,,4,41.29,6,329.0
10687,Ana,Gomez,41.0,Bogotá,Basico,7,287.0,4,13.0,2022.0,2022-07-08 02:43:07.246811704+00:00,,4,13.0,7,287.0
10688,Ana,Ramirez,55.0,Desconocido,Basico,8,443.0,6,19.53,2022.0,2022-07-08 09:17:25.161290324+00:00,2024-10-27 00:46:40+00:00,6,19.53,8,443.0
10689,Sofia,Lopez,51.0,Medellín,Premium,6,223.0,3,6.27,2022.0,2022-07-08 15:51:43.075768944+00:00,2024-06-13 23:06:40+00:00,3,6.27,6,223.0
10690,Mateo,Gomez,57.0,Cali,Premium,4,211.0,6,28.130000000000003,2022.0,2022-07-08 22:26:00.990247562+00:00,,6,28.130000000000003,4,211.0
10691,Carlos,Gomez,64.0,GDL,Premium,4,203.0,4,14.9,2022.0,2022-07-09 05:00:18.904726182+00:00,,4,14.9,4,203.0
10692,Mariana,Garcia,32.0,CDMX,Premium,5,269.0,7,25.97,2022.0,2022-07-09 11:34:36.819204802+00:00,,7,25.97,5,269.0
10693,Ana,Garcia,28.0,Bogotá,Basico,3,125.0,3,14.91,2022.0,2022-07-09 18:08:54.733683422+00:00,,3,14.91,3,125.0
10694,Carlos,Garcia,39.0,MTY,Premium,1,52.0,3,21.99,2022.0,2022-07-10 00:43:12.648162042+00:00,2024-08-25 23:53:20+00:00,3,21.99,1,52.0
10695,Ana,Gomez,71.0,GDL,Basico,6,359.0,6,45.19,2022.0,2022-07-10 07:17:30.562640662+00:00,,6,45.19,6,359.0
10696,Ana,Lopez,41.0,Desconocido,Premium,6,222.0,3,12.81,2022.0,2022-07-10 13:51:48.477119280+00:00,,3,12.81,6,222.0
10697,Ana,Torres,18.0,Bogotá,Basico,4,178.0,8,48.33,2022.0,2022-07-10 20:26:06.391597900+00:00,,8,48.33,4,178.0
10698,Mariana,Garcia,35.0,CDMX,Basico,2,38.0,6,34.53,2022.0,2022-07-11 03:00:24.306076520+00:00,,6,34.53,2,38.0
10699,Mateo,Lopez,61.0,GDL,Basico,3,100.0,1,9.7,2022.0,2022-07-11 09:34:42.220555140+00:00,,1,9.7,3,100.0
10700,Mariana,Ramirez,29.0,GDL,Basico,6,370.0,4,36.42,2022.0,2022-07-11 16:09:00.135033760+00:00,,4,36.42,6,370.0
10701,Luis,Garcia,74.0,Desconocido,Basico,8,389.0,1,7.79,2022.0,2022-07-11 22:43:18.049512380+00:00,,1,7.79,8,389.0
10702,Carlos,Torres,60.0,GDL,Basico,4,194.0,8,40.89,2022.0,2022-07-12 05:17:35.963990998+00:00,,8,40.89,4,194.0
10703,Mateo,Ramirez,45.0,MTY,Basico,6,256.0,4,18.81,2022.0,2022-07-12 11:51:53.878469618+00:00,,4,18.81,6,256.0
10704,Mateo,Ramirez,57.0,Medellín,Basico,5,286.0,3,24.09,2022.0,2022-07-12 18:26:11.792948238+00:00,,3,24.09,5,286.0
10705,Mateo,Torres,77.0,GDL,Basico,2,34.0,4,24.380000000000003,2022.0,2022-07-13 01:00:29.707426858+00:00,,4,24.380000000000003,2,34.0
10706,Mateo,Garcia,24.0,GDL,Basico,7,402.0,2,8.870000000000001,2022.0,2022-07-13 07:34:47.621905478+00:00,,2,8.870000000000001,7,402.0
10707,Mariana,Gomez,40.0,CDMX,Basico,3,103.0,3,8.97,2022.0,2022-07-13 14:09:05.536384096+00:00,,3,8.97,3,103.0
10708,Mateo,Torres,38.0,MTY,Basico,6,388.0,6,19.95,2022.0,2022-07-13 20:43:23.450862716+00:00,2024-09-02 23:33:20+00:00,6,19.95,6,388.0
10709,Sofia,Torres,51.0,CDMX,Premium,9,500.0,5,10.57,2022.0,2022-07-14 03:17:41.365341336+00:00,,5,10.57,9,500.0
10710,Carlos,Torres,28.0,CDMX,Premium,6,263.0,6,14.1,2022.0,2022-07-14 09:51:59.279819956+00:00,,6,14.1,6,263.0
10711,Mateo,Ramirez,39.0,Cali,Basico,8,357.0,3,14.63,2022.0,2022-07-14 16:26:17.194298576+00:00,2024-11-27 23:26:40+00:00,3,14.63,8,357.0
10712,Carlos,Lopez,59.0,CDMX,Basico,6,325.0,6,37.589999999999996,2022.0,2022-07-14 23:00:35.108777196+00:00,,6,37.589999999999996,6,325.0
10713,Sofia,Gomez,52.0,Cali,Premium,9,448.0,2,7.199999999999999,2022.0,2022-07-15 05:34:53.023255814+00:00,,2,7.199999999999999,9,448.0
10714,Sofia,Garcia,69.0,Cali,Basico,8,434.0,4,13.100000000000001,2022.0,2022-07-15 12:09:10.937734434+00:00,,4,13.100000000000001,8,434.0
10715,Carlos,Garcia,46.0,Bogotá,Premium,8,408.0,6,41.76,2022.0,2022-07-15 18:43:28.852213054+00:00,,6,41.76,8,408.0
10716,Ana,Lopez,59.0,MTY,Basico,8,363.0,4,21.27,2022.0,2022-07-16 01:17:46.766691674+00:00,,4,21.27,8,363.0
10717,Luis,Torres,45.0,CDMX,Basico,3,158.0,3,30.450000000000003,2022.0,2022-07-16 07:52:04.681170294+00:00,,3,30.450000000000003,3,158.0
10718,Ana,Gomez,76.0,Medellín,Basico,2,86.0,8,60.64999999999999,2022.0,2022-07-16 14:26:22.595648914+00:00,,8,60.64999999999999,2,86.0
10719,Ana,Garcia,35.0,Medellín,Basico,7,410.0,4,39.21,2022.0,2022-07-16 21:00:40.510127532+00:00,,4,39.21,7,410.0
10720,Mariana,Garcia,31.0,Medellín,Basico,10,515.0,9,62.78,2022.0,2022-07-17 03:34:58.424606152+00:00,,9,62.78,10,515.0
10721,Ana,Torres,35.0,CDMX,Basico,6,391.0,5,40.879999999999995,2022.0,2022-07-17 10:09:16.339084772+00:00,,5,40.879999999999995,6,391.0
10722,Mateo,Lopez,45.0,Desconocido,Basico,4,173.0,8,37.65,2022.0,2022-07-17 16:43:34.253563392+00:00,,8,37.65,4,173.0
10723,Mariana,Gomez,41.0,CDMX,Basico,3,167.0,5,35.01,2022.0,2022-07-17 23:17:52.168042012+00:00,,5,35.01,3,167.0
10724,Mariana,Lopez,25.0,MTY,Premium,4,141.0,8,25.7,2022.0,2022-07-18 05:52:10.082520632+00:00,,8,25.7,4,141.0
10725,Sofia,Lopez,59.0,Bogotá,Premium,0,0.0,5,31.860000000000003,2022.0,2022-07-18 12:26:27.996999250+00:00,,5,31.860000000000003,1,34.0
10726,Ana,Gomez,71.0,CDMX,Basico,9,361.0,5,21.49,2022.0,2022-07-18 19:00:45.911477870+00:00,2024-07-30 00:40:00+00:00,5,21.49,9,361.0
10727,Sofia,Gomez,62.0,Bogotá,Basico,6,258.0,3,7.52,2022.0,2022-07-19 01:35:03.825956490+00:00,2024-08-05 23:20:00+00:00,3,7.52,6,258.0
10728,Carlos,Garcia,70.0,Cali,Basico,1,38.0,3,14.120000000000001,2022.0,2022-07-19 08:09:21.740435110+00:00,,3,14.120000000000001,1,38.0
10729,Luis,Garcia,25.0,Cali,Basico,4,178.0,1,10.78,2022.0,2022-07-19 14:43:39.654913730+00:00,,1,10.78,4,178.0
10730,Mariana,Gomez,21.0,Desconocido,Basico,4,203.0,7,12.32,2022.0,2022-07-19 21:17:57.569392350+00:00,,7,12.32,4,203.0
10731,Carlos,Ramirez,44.0,Bogotá,Basico,5,317.0,10,44.26,2022.0,2022-07-20 03:52:15.483870968+00:00,,10,44.26,5,317.0
10732,Carlos,Garcia,53.0,Medellín,Basico,8,247.0,5,41.74,2022.0,2022-07-20 10:26:33.398349588+00:00,,5,41.74,8,247.0
10733,Mateo,Ramirez,22.0,CDMX,Basico,6,381.0,4,18.82,2022.0,2022-07-20 17:00:51.312828208+00:00,,4,18.82,6,381.0
10734,Luis,Gomez,50.0,Bogotá,Premium,7,326.0,2,14.120000000000001,2022.0,2022-07-20 23:35:09.227306828+00:00,,2,14.120000000000001,7,326.0
10735,Carlos,Garcia,66.0,CDMX,Premium,4,190.0,6,24.02,2022.0,2022-07-21 06:09:27.141785448+00:00,,6,24.02,4,190.0
10736,Carlos,Lopez,51.0,MTY,Basico,7,310.0,2,12.24,2022.0,2022-07-21 12:43:45.056264068+00:00,,2,12.24,7,310.0
10737,Luis,Gomez,47.0,MTY,Basico,8,330.0,3,22.41,2022.0,2022-07-21 19:18:02.970742686+00:00,,3,22.41,8,330.0
